Brand,Model,Year,Engine CC,Power (BHP),Mileage (kmpl),Kms Driven,Fuel Type,Bike Type,Condition,Transmission,Owner Type,Price
Harley-Davidson,Fat Boy,2024,1250,150.8,40.0,23062,Petrol,Adventure,Used,Automatic,2nd Owner,904278.84
Honda,CB Hornet,2017,350,29.0,31.8,115151,Petrol,Scooter,New,Automatic,1st Owner,85221.59
Yamaha,YZF R1,2020,650,90.9,56.4,18223,Electric,Commuter,Like New,Automatic,1st Owner,184098.35
TVS,Raider 125,2007,250,16.1,51.4,12760,Petrol,Cruiser,Like New,Manual,1st Owner,22041.02
Suzuki,Access 125,2007,1084,82.9,15.0,83580,Petrol,Scooter,Used,Automatic,2nd Owner,165835.78
Honda,CB Shine,2005,100,14.1,60.1,95276,Electric,Cruiser,New,Automatic,3rd Owner,8000.0
Kawasaki,Ninja ZX-10R,2008,883,80.6,48.1,103714,Petrol,Naked,New,Manual,2nd Owner,361205.17
KTM,RC 390,2014,300,45.3,26.8,88074,Petrol,Adventure,Used,Automatic,3rd Owner,42986.35
Royal Enfield,Bullet 350,2024,110,13.9,35.6,61751,Electric,Naked,New,Automatic,1st Owner,56347.06
BMW,G310R,2016,1084,105.1,24.2,16614,Petrol,Commuter,Used,Manual,2nd Owner,350169.76
Suzuki,Intruder,2017,110,10.5,54.3,53811,Petrol,Adventure,Like New,Automatic,3rd Owner,16441.25
KTM,Duke 390,2009,125,15.3,28.4,113910,Petrol,Naked,New,Manual,2nd Owner,8000.0
Suzuki,Intruder,2020,1000,86.8,54.0,94633,Petrol,Naked,Like New,Manual,2nd Owner,192631.59
Ducati,SuperSport,2014,180,24.4,45.7,40804,Petrol,Commuter,New,Manual,2nd Owner,79720.62
KTM,Adventure 390,2011,150,14.8,38.4,114984,Electric,Adventure,Used,Automatic,3rd Owner,12852.98
Royal Enfield,Classic 350,2010,650,44.5,54.2,71733,Petrol,Cruiser,New,Manual,3rd Owner,189955.24
Royal Enfield,Himalayan,2021,1340,112.8,46.3,3448,Petrol,Scooter,New,Automatic,2nd Owner,587020.24
Royal Enfield,Himalayan,2009,883,140.7,40.8,45055,Electric,Scooter,Like New,Automatic,1st Owner,244085.91
Kawasaki,Z900,2016,200,28.1,63.3,93414,Petrol,Scooter,New,Automatic,1st Owner,53958.43
Harley-Davidson,Sportster,2019,150,12.3,48.4,78267,Petrol,Scooter,New,Automatic,2nd Owner,86102.0
Kawasaki,Ninja 300,2018,110,11.7,66.0,80699,Petrol,Adventure,Used,Automatic,1st Owner,15345.44
KTM,Duke 125,2005,100,7.1,69.3,106758,Electric,Sport,Used,Automatic,2nd Owner,8000.0
Honda,CB Hornet,2017,390,57.8,42.1,37678,Petrol,Naked,New,Automatic,1st Owner,112973.28
TVS,Jupiter,2009,110,9.8,22.8,114642,Petrol,Naked,Used,Manual,3rd Owner,8000.0
BMW,G310R,2023,160,13.4,58.9,95259,Petrol,Commuter,Like New,Manual,1st Owner,80794.48
Yamaha,FZ-S,2013,110,13.5,59.7,68615,Petrol,Scooter,New,Automatic,2nd Owner,23571.49
Harley-Davidson,Road King,2018,750,115.8,61.9,13080,Petrol,Commuter,Used,Manual,1st Owner,333649.17
Kawasaki,Versys 650,2017,650,59.8,64.6,4074,Petrol,Scooter,Used,Automatic,1st Owner,161788.51
Suzuki,Access 125,2013,390,53.2,38.4,24539,Petrol,Sport,Used,Automatic,2nd Owner,51238.71
Kawasaki,W175,2013,350,31.4,59.4,117987,Petrol,Naked,Used,Manual,2nd Owner,73287.2
KTM,Duke 125,2009,750,96.8,16.4,95377,Petrol,Sport,Like New,Automatic,2nd Owner,204570.24
KTM,RC 390,2023,1340,158.5,41.1,24326,Petrol,Scooter,Used,Automatic,2nd Owner,315660.44
TVS,Raider 125,2018,1340,199.5,48.3,109326,Petrol,Naked,Like New,Automatic,1st Owner,315867.11
BMW,G310GS,2017,1340,199.7,16.6,3288,Petrol,Cruiser,Like New,Manual,1st Owner,748141.01
Kawasaki,Versys 650,2009,750,74.8,27.4,53953,Petrol,Sport,Like New,Automatic,1st Owner,178709.82
Honda,CBR 650R,2010,200,16.9,42.0,68656,Petrol,Cruiser,Like New,Automatic,3rd Owner,21506.32
KTM,Duke 200,2014,100,10.3,74.4,15940,Petrol,Scooter,Like New,Automatic,3rd Owner,8000.0
Suzuki,V-Strom,2023,500,50.3,47.4,12754,Petrol,Adventure,Like New,Automatic,2nd Owner,118384.51
Honda,Africa Twin,2020,750,63.9,21.7,100965,Petrol,Naked,Used,Automatic,1st Owner,84669.32
KTM,Duke 390,2012,1340,80.5,43.4,82556,Petrol,Sport,New,Automatic,1st Owner,586083.93
TVS,Ntorq 125,2017,125,11.7,79.3,51249,Petrol,Sport,New,Manual,3rd Owner,27269.68
Honda,CB Shine,2017,1084,114.2,15.0,83057,Petrol,Scooter,Used,Automatic,1st Owner,234542.11
KTM,Duke 390,2023,883,91.9,43.2,48781,Petrol,Cruiser,Used,Manual,2nd Owner,228516.47
Honda,CBR 650R,2009,650,79.7,52.1,18482,Petrol,Naked,New,Automatic,3rd Owner,167428.38
Honda,CB Hornet,2023,125,10.0,61.3,69179,Petrol,Cruiser,New,Manual,1st Owner,29339.68
BMW,S1000RR,2010,200,25.6,40.6,71893,Petrol,Adventure,New,Manual,1st Owner,77642.66
Ducati,Monster,2012,750,54.1,21.2,17848,Petrol,Naked,Like New,Automatic,2nd Owner,331857.02
KTM,RC 390,2014,300,19.3,49.9,76365,Petrol,Commuter,Used,Automatic,3rd Owner,63220.95
Royal Enfield,Classic 350,2012,883,98.3,22.0,62156,Petrol,Commuter,Used,Automatic,3rd Owner,227642.62
Suzuki,Gixxer,2020,1340,191.6,33.5,34722,Petrol,Adventure,New,Automatic,3rd Owner,527763.03
Harley-Davidson,Fat Boy,2018,250,15.7,59.0,111659,Petrol,Naked,Like New,Automatic,2nd Owner,111675.46
Honda,CBR 650R,2023,1250,182.6,38.1,16096,Petrol,Scooter,New,Automatic,2nd Owner,449516.18
KTM,Duke 390,2005,500,63.7,54.5,86864,Petrol,Commuter,New,Automatic,2nd Owner,129946.26
BMW,G310R,2015,1250,156.4,59.9,53575,Petrol,Scooter,New,Automatic,3rd Owner,1113536.07
TVS,Apache RTR 200,2015,1340,138.0,20.9,5668,Petrol,Naked,Like New,Automatic,1st Owner,330429.7
KTM,Duke 200,2010,160,20.2,69.8,4944,Petrol,Scooter,Like New,Automatic,1st Owner,34527.76
TVS,Jupiter,2021,350,23.9,50.9,111404,Petrol,Naked,Like New,Manual,3rd Owner,72228.85
KTM,Adventure 390,2006,883,120.9,18.3,71799,Petrol,Adventure,Used,Manual,3rd Owner,186911.17
TVS,Ntorq 125,2013,650,74.2,55.3,82789,Petrol,Adventure,Used,Automatic,2nd Owner,122982.63
Ducati,SuperSport,2020,160,18.1,66.9,26210,Petrol,Scooter,New,Automatic,3rd Owner,128145.49
Suzuki,Access 125,2016,110,11.6,61.4,114242,Petrol,Adventure,Used,Automatic,3rd Owner,8000.0
Suzuki,Hayabusa,2022,180,17.9,59.6,33426,Petrol,Naked,Used,Automatic,3rd Owner,29355.36
TVS,Jupiter,2010,250,39.0,55.4,76004,Petrol,Adventure,New,Manual,3rd Owner,65293.09
BMW,R1250GS,2010,300,45.4,23.3,70366,Petrol,Scooter,Used,Automatic,1st Owner,90740.28
TVS,Apache RTR 200,2017,1340,94.6,15.0,80183,Petrol,Cruiser,New,Manual,3rd Owner,352104.66
Honda,CBR 650R,2021,300,24.7,72.0,2548,Petrol,Adventure,Like New,Automatic,2nd Owner,56557.9
Yamaha,YZF R1,2023,125,10.5,72.0,63971,Petrol,Commuter,Like New,Automatic,3rd Owner,44461.22
BMW,F850GS,2017,350,42.7,23.8,108975,Petrol,Sport,New,Manual,2nd Owner,210886.59
KTM,Duke 200,2012,750,116.3,35.9,81865,Petrol,Commuter,Like New,Manual,2nd Owner,287998.98
BMW,F850GS,2019,650,39.4,47.5,78059,Petrol,Naked,New,Manual,2nd Owner,404621.63
KTM,Duke 125,2022,500,73.2,43.0,73560,Petrol,Adventure,Used,Manual,2nd Owner,123718.98
Harley-Davidson,Sportster,2019,300,34.2,37.2,44787,Petrol,Scooter,Like New,Automatic,2nd Owner,178803.17
BMW,S1000RR,2024,350,21.9,33.8,119839,Petrol,Sport,Like New,Automatic,2nd Owner,278045.47
Honda,CB Shine,2009,350,51.4,38.9,30920,Petrol,Commuter,New,Manual,2nd Owner,65838.51
BMW,R1250GS,2006,1084,121.9,16.4,24374,Petrol,Cruiser,Used,Automatic,3rd Owner,438198.47
Harley-Davidson,Fat Boy,2020,250,33.7,46.7,94788,Petrol,Scooter,Used,Automatic,1st Owner,91470.63
Suzuki,Hayabusa,2014,200,28.7,71.4,107135,Petrol,Naked,New,Manual,1st Owner,30027.77
Honda,Activa,2024,125,16.5,25.6,68603,Petrol,Cruiser,Used,Manual,1st Owner,14826.6
Suzuki,V-Strom,2017,1084,146.0,43.1,24180,Petrol,Adventure,Used,Automatic,2nd Owner,199752.24
Harley-Davidson,Fat Boy,2017,160,15.7,68.2,81582,Petrol,Scooter,Like New,Automatic,2nd Owner,87856.04
Yamaha,FZS-Fi,2006,1250,130.4,48.2,85096,Petrol,Sport,Used,Manual,1st Owner,246837.67
TVS,Raider 125,2010,100,15.6,41.6,74801,Petrol,Commuter,Like New,Automatic,1st Owner,8000.0
TVS,Apache RTR 160,2014,250,36.4,52.9,43111,Petrol,Scooter,New,Automatic,3rd Owner,63927.06
Royal Enfield,Himalayan,2018,150,23.1,44.2,116171,Petrol,Commuter,Used,Automatic,1st Owner,25126.84
Royal Enfield,Bullet 350,2020,150,10.0,26.5,113302,Petrol,Sport,New,Manual,2nd Owner,31291.0
TVS,Ntorq 125,2021,1000,74.9,47.0,107651,Petrol,Naked,Like New,Manual,1st Owner,291393.74
Yamaha,R15,2016,650,91.7,51.6,25199,Petrol,Sport,Used,Automatic,3rd Owner,180728.76
KTM,Duke 125,2023,883,69.3,30.4,92899,Petrol,Scooter,Like New,Automatic,2nd Owner,349657.37
Honda,CB Shine,2011,100,10.6,35.2,85094,Petrol,Naked,Like New,Automatic,1st Owner,8000.0
Kawasaki,W175,2007,100,6.2,61.3,96151,Petrol,Scooter,Used,Automatic,3rd Owner,8000.0
KTM,Duke 390,2006,200,31.3,59.3,11332,Petrol,Naked,Used,Manual,3rd Owner,14838.76
Suzuki,Access 125,2008,200,14.3,34.4,60838,Petrol,Scooter,New,Automatic,1st Owner,16366.92
Yamaha,FZ-S,2017,650,87.3,21.2,81438,Petrol,Adventure,New,Automatic,3rd Owner,273935.35
Kawasaki,Z900,2024,200,25.0,21.0,44712,Petrol,Sport,Like New,Manual,2nd Owner,74268.01
KTM,Duke 200,2009,350,53.3,29.1,73688,Petrol,Scooter,Like New,Automatic,1st Owner,128946.35
BMW,F850GS,2009,350,49.4,44.1,25882,Petrol,Cruiser,Used,Automatic,1st Owner,138681.49
Kawasaki,W175,2024,500,43.8,22.7,2739,Petrol,Commuter,Used,Manual,1st Owner,107569.38
BMW,G310GS,2016,650,48.2,32.4,4044,Petrol,Sport,Like New,Manual,1st Owner,347905.29
Yamaha,MT-15,2024,180,18.5,44.0,22304,Petrol,Sport,Used,Manual,2nd Owner,46344.09
Suzuki,Access 125,2014,1084,141.1,43.5,34717,Petrol,Commuter,Like New,Manual,1st Owner,274278.99
Honda,CB Shine,2005,500,33.2,60.0,101217,Petrol,Cruiser,Used,Automatic,3rd Owner,54542.29
BMW,S1000RR,2014,750,53.3,58.1,110807,Petrol,Cruiser,Used,Automatic,1st Owner,364483.93
KTM,Duke 200,2006,200,21.8,27.9,73093,Petrol,Adventure,Used,Automatic,1st Owner,15185.31
Honda,Africa Twin,2008,500,34.2,40.3,94844,Petrol,Cruiser,Like New,Manual,2nd Owner,77487.51
Yamaha,R15,2006,883,79.5,43.5,107061,Petrol,Cruiser,Like New,Automatic,2nd Owner,347881.09
Kawasaki,Ninja 300,2005,1340,114.4,23.2,89152,Petrol,Adventure,Like New,Automatic,3rd Owner,320714.05
Honda,Activa,2011,200,13.6,55.4,58103,Petrol,Adventure,Used,Automatic,1st Owner,13779.92
Suzuki,V-Strom,2005,110,15.3,25.9,13629,Petrol,Cruiser,Like New,Manual,1st Owner,8000.0
Harley-Davidson,Iron 883,2013,110,6.6,22.1,71787,Petrol,Naked,New,Automatic,3rd Owner,35744.61
Yamaha,MT-15,2010,110,12.4,35.5,77786,Petrol,Naked,Used,Automatic,3rd Owner,8000.0
Yamaha,R15,2019,1340,208.4,29.1,79534,Petrol,Cruiser,New,Automatic,2nd Owner,537494.04
Honda,CBR 650R,2020,1340,156.6,18.4,42747,Petrol,Commuter,Like New,Automatic,3rd Owner,313141.26
Honda,CB Shine,2013,180,19.1,70.8,18793,Electric,Adventure,New,Automatic,3rd Owner,30059.01
Yamaha,FZ-S,2018,110,15.9,63.1,83183,Petrol,Scooter,Used,Automatic,1st Owner,23046.54
Yamaha,R15,2016,1340,209.4,21.1,77139,Petrol,Commuter,New,Manual,2nd Owner,674116.0
TVS,Jupiter,2021,100,13.6,69.0,52797,Petrol,Cruiser,Like New,Manual,1st Owner,16991.78
BMW,G310GS,2021,250,21.5,46.5,57865,Petrol,Naked,New,Manual,1st Owner,130009.69
Harley-Davidson,Iron 883,2010,200,22.2,44.5,12493,Petrol,Scooter,New,Automatic,1st Owner,127225.51
Royal Enfield,Meteor 350,2024,750,92.7,38.4,99086,Petrol,Scooter,Used,Automatic,3rd Owner,185200.79
Kawasaki,Ninja 300,2013,125,13.6,60.1,6269,Petrol,Naked,Like New,Manual,1st Owner,28115.39
KTM,Duke 125,2012,390,38.9,52.1,60824,Petrol,Scooter,Like New,Automatic,3rd Owner,98258.13
TVS,Ntorq 125,2014,650,43.2,34.5,80690,Petrol,Cruiser,Used,Automatic,1st Owner,74717.76
Yamaha,FZS-Fi,2009,180,19.8,68.2,108702,Petrol,Cruiser,Like New,Manual,1st Owner,36885.13
Kawasaki,Versys 650,2022,650,103.4,37.7,115887,Petrol,Cruiser,Used,Automatic,1st Owner,200249.64
TVS,Apache RTR 160,2018,100,12.6,57.0,28608,Petrol,Sport,Like New,Manual,2nd Owner,18347.24
Suzuki,Access 125,2018,150,17.3,31.3,555,Petrol,Commuter,New,Automatic,2nd Owner,24837.09
Honda,CB Hornet,2016,300,38.9,55.7,81277,Petrol,Cruiser,Like New,Manual,1st Owner,57895.69
Ducati,Scrambler,2007,1000,113.8,41.2,98479,Petrol,Naked,New,Automatic,3rd Owner,863534.26
KTM,Duke 125,2005,650,93.6,37.1,10935,Petrol,Adventure,Like New,Manual,1st Owner,239658.5
Ducati,Multistrada,2022,750,114.8,39.3,33133,Petrol,Naked,Used,Automatic,2nd Owner,308721.64
Yamaha,MT-15,2015,1340,193.6,16.2,15002,Petrol,Commuter,Like New,Manual,1st Owner,675601.18
Kawasaki,Ninja ZX-10R,2006,500,51.1,20.1,95946,Petrol,Naked,Like New,Automatic,1st Owner,125690.76
Suzuki,Gixxer,2021,1340,167.7,17.2,64136,Electric,Sport,Like New,Automatic,3rd Owner,312144.81
KTM,Duke 125,2013,180,18.6,34.2,89944,Petrol,Scooter,Like New,Automatic,3rd Owner,30597.56
Ducati,Multistrada,2010,100,10.5,66.9,113900,Petrol,Adventure,Used,Manual,3rd Owner,36890.41
Kawasaki,Z900,2021,100,9.4,45.0,34328,Petrol,Adventure,New,Manual,2nd Owner,31037.68
BMW,G310GS,2024,500,44.7,33.3,89008,Petrol,Commuter,New,Manual,1st Owner,507600.07
Ducati,Scrambler,2020,350,45.8,40.2,51636,Electric,Sport,New,Automatic,2nd Owner,178760.09
KTM,RC 390,2022,1084,121.0,41.0,119046,Petrol,Sport,New,Automatic,3rd Owner,445067.97
KTM,Duke 390,2011,125,19.9,25.9,58707,Petrol,Sport,Used,Automatic,1st Owner,10018.32
Suzuki,V-Strom,2007,160,13.2,60.0,69805,Petrol,Scooter,Used,Automatic,2nd Owner,8000.0
Ducati,SuperSport,2006,883,63.9,43.7,48799,Petrol,Naked,New,Automatic,1st Owner,631346.29
KTM,RC 390,2013,500,48.4,59.7,4620,Petrol,Adventure,Used,Automatic,3rd Owner,115151.5
Suzuki,Access 125,2007,150,23.1,32.2,59148,Petrol,Naked,Like New,Automatic,3rd Owner,10142.87
Harley-Davidson,Road King,2017,200,22.8,33.0,97789,Petrol,Commuter,New,Manual,3rd Owner,168766.77
Harley-Davidson,Street 750,2005,1250,154.4,15.0,51228,Petrol,Sport,Used,Automatic,3rd Owner,393105.17
Kawasaki,Versys 650,2022,1084,150.4,49.6,43887,Petrol,Cruiser,New,Manual,3rd Owner,627201.92
Ducati,Scrambler,2020,1084,168.6,27.8,45764,Petrol,Cruiser,Used,Automatic,3rd Owner,413595.64
KTM,Duke 390,2022,500,64.3,47.8,59526,Petrol,Naked,New,Manual,3rd Owner,254814.34
BMW,F850GS,2024,150,17.5,26.7,87147,Petrol,Naked,Like New,Automatic,3rd Owner,93582.89
KTM,Duke 390,2024,110,14.1,42.1,92653,Petrol,Adventure,New,Automatic,2nd Owner,38565.7
Yamaha,YZF R1,2022,650,68.2,51.5,27203,Petrol,Scooter,New,Automatic,3rd Owner,279773.18
Yamaha,R15,2008,1250,147.3,26.9,116048,Petrol,Commuter,Like New,Manual,3rd Owner,533384.46
Yamaha,FZ-S,2008,100,7.1,32.8,8761,Petrol,Adventure,Used,Automatic,2nd Owner,8000.0
TVS,Raider 125,2020,650,54.3,16.0,25318,Petrol,Sport,Used,Manual,3rd Owner,124064.37
Kawasaki,Ninja 300,2023,1084,99.2,47.0,103134,Petrol,Naked,Like New,Manual,1st Owner,365708.7
BMW,G310R,2006,100,15.4,33.5,109984,Petrol,Commuter,New,Automatic,2nd Owner,51063.24
Harley-Davidson,Iron 883,2015,100,6.1,71.7,118056,Petrol,Adventure,Used,Manual,1st Owner,37250.89
Royal Enfield,Classic 350,2007,250,26.7,73.9,42958,Petrol,Naked,Like New,Automatic,3rd Owner,49618.3
KTM,Duke 390,2018,750,74.1,40.7,70531,Petrol,Naked,Like New,Automatic,1st Owner,235684.98
Kawasaki,W175,2018,1250,135.7,37.1,62428,Petrol,Scooter,Like New,Automatic,3rd Owner,431428.55
BMW,G310GS,2018,180,13.1,42.6,118044,Petrol,Scooter,Like New,Automatic,1st Owner,108506.77
BMW,R1250GS,2021,1340,206.5,34.9,40178,Petrol,Naked,New,Automatic,1st Owner,1170035.36
KTM,RC 390,2008,883,61.5,35.8,98535,Petrol,Cruiser,Used,Manual,1st Owner,247041.69
KTM,Duke 390,2013,125,13.9,47.6,57613,Petrol,Commuter,New,Automatic,2nd Owner,11084.29
Royal Enfield,Himalayan,2013,160,11.6,23.6,49369,Petrol,Sport,Used,Automatic,3rd Owner,23112.09
BMW,R1250GS,2005,1340,117.3,15.0,52836,Petrol,Scooter,Used,Automatic,2nd Owner,358455.9
Suzuki,Hayabusa,2020,180,19.5,51.1,116816,Petrol,Cruiser,New,Manual,1st Owner,42713.57
KTM,Duke 390,2010,300,20.0,56.5,55508,Petrol,Naked,Used,Manual,2nd Owner,75695.83
Honda,CB Shine,2008,1340,105.3,25.4,61294,Petrol,Sport,Like New,Manual,2nd Owner,244216.42
BMW,F850GS,2019,110,6.8,65.0,61104,Petrol,Adventure,Like New,Automatic,3rd Owner,71953.19
Yamaha,YZF R1,2023,350,41.8,46.7,106763,Petrol,Naked,Like New,Automatic,2nd Owner,143490.82
Ducati,Multistrada,2009,300,24.1,33.0,110119,Petrol,Naked,Like New,Manual,2nd Owner,132174.27
Kawasaki,Ninja 300,2006,300,32.0,40.1,87530,Petrol,Commuter,Like New,Manual,1st Owner,66669.03
BMW,R1250GS,2013,1084,112.2,48.2,20342,Petrol,Sport,Used,Automatic,3rd Owner,526578.34
TVS,Raider 125,2012,300,45.6,68.3,72217,Petrol,Commuter,Used,Manual,2nd Owner,48581.96
Royal Enfield,Thunderbird,2009,1250,120.0,15.0,58739,Petrol,Scooter,New,Automatic,2nd Owner,548910.68
BMW,R1250GS,2010,200,21.9,50.2,4958,Petrol,Cruiser,Used,Manual,1st Owner,91409.09
TVS,Apache RTR 160,2012,150,13.9,73.6,67020,Petrol,Sport,Like New,Manual,1st Owner,8000.0
Ducati,Monster,2010,180,14.0,50.5,31145,Petrol,Cruiser,Like New,Manual,3rd Owner,46464.53
Suzuki,Access 125,2019,390,26.5,60.7,8301,Electric,Adventure,Like New,Automatic,1st Owner,59296.41
Suzuki,Hayabusa,2023,300,23.7,44.6,57917,Petrol,Adventure,New,Automatic,3rd Owner,65387.56
Honda,Activa,2023,500,61.1,53.5,109189,Petrol,Sport,Used,Automatic,3rd Owner,113785.97
Honda,CB Hornet,2023,150,10.1,18.8,115618,Petrol,Sport,Like New,Automatic,1st Owner,28878.34
Yamaha,R15,2015,180,13.4,67.1,32433,Petrol,Scooter,Like New,Automatic,2nd Owner,36855.1
Honda,CBR 650R,2020,1340,132.2,52.5,75367,Petrol,Naked,New,Manual,3rd Owner,370429.34
Kawasaki,Ninja ZX-10R,2021,300,39.0,59.7,29048,Petrol,Naked,Used,Automatic,3rd Owner,123399.46
Honda,CB Shine,2017,1000,67.3,33.2,44300,Petrol,Commuter,New,Automatic,1st Owner,189883.53
Royal Enfield,Meteor 350,2017,180,25.0,34.4,76798,Petrol,Commuter,Like New,Manual,1st Owner,48493.14
Yamaha,FZ-S,2006,1340,182.8,15.0,89205,Electric,Commuter,New,Automatic,3rd Owner,565842.08
KTM,RC 390,2012,100,15.0,32.1,51956,Petrol,Commuter,Like New,Manual,2nd Owner,9329.61
Harley-Davidson,Street 750,2023,1250,95.9,43.2,74633,Petrol,Sport,New,Automatic,2nd Owner,679103.35
Kawasaki,Ninja ZX-10R,2010,100,12.9,69.6,68744,Petrol,Cruiser,Used,Automatic,1st Owner,8000.0
Yamaha,FZ-S,2016,180,17.1,33.6,25278,Petrol,Commuter,New,Manual,1st Owner,71961.32
KTM,Duke 125,2020,100,11.5,54.9,101792,Petrol,Adventure,New,Automatic,2nd Owner,20087.3
BMW,G310GS,2019,1000,107.9,17.3,68233,Electric,Sport,Used,Automatic,1st Owner,545965.56
Kawasaki,Ninja 300,2022,650,95.3,49.4,63361,Petrol,Naked,Used,Automatic,2nd Owner,263389.75
Suzuki,Access 125,2020,180,22.7,23.3,39106,Petrol,Scooter,New,Automatic,1st Owner,40055.28
Royal Enfield,Himalayan,2020,300,35.3,52.4,113255,Petrol,Sport,New,Automatic,2nd Owner,112370.66
Suzuki,Gixxer,2009,110,11.4,57.4,94137,Petrol,Commuter,New,Manual,3rd Owner,8000.0
Yamaha,R15,2016,200,15.9,24.3,12760,Petrol,Sport,Used,Automatic,2nd Owner,46451.42
BMW,G310GS,2012,883,55.0,30.6,13076,Petrol,Commuter,New,Manual,3rd Owner,541206.65
Ducati,Monster,2020,350,30.2,34.0,21356,Petrol,Naked,New,Manual,1st Owner,285103.17
Royal Enfield,Classic 350,2024,650,71.6,35.6,114353,Petrol,Sport,Used,Automatic,1st Owner,166006.66
BMW,R1250GS,2017,883,84.9,60.1,31153,Petrol,Commuter,New,Automatic,2nd Owner,555076.81
Royal Enfield,Himalayan,2006,883,89.8,58.5,40630,Petrol,Commuter,Like New,Manual,3rd Owner,208967.95
Ducati,Panigale V2,2019,200,16.3,29.3,116113,Petrol,Sport,Used,Manual,2nd Owner,65586.99
BMW,G310GS,2015,300,46.5,57.1,67771,Petrol,Sport,Like New,Automatic,3rd Owner,213421.81
Ducati,Panigale V2,2012,350,32.9,64.1,75328,Petrol,Cruiser,New,Manual,3rd Owner,166430.29
Royal Enfield,Thunderbird,2010,500,33.9,49.4,32681,Petrol,Commuter,New,Manual,1st Owner,213406.49
KTM,Adventure 390,2017,100,9.3,41.6,61698,Petrol,Adventure,Like New,Automatic,2nd Owner,16325.96
Royal Enfield,Himalayan,2011,500,51.5,62.3,112860,Petrol,Adventure,Like New,Automatic,1st Owner,179891.33
Suzuki,Hayabusa,2014,500,39.3,18.5,44021,Petrol,Naked,Used,Manual,2nd Owner,56147.21
BMW,G310GS,2017,650,62.9,29.0,31895,Electric,Cruiser,New,Automatic,1st Owner,566406.89
Royal Enfield,Meteor 350,2017,150,23.1,67.1,35204,Petrol,Naked,New,Manual,1st Owner,75205.75
BMW,S1000RR,2011,110,12.5,42.2,60517,Petrol,Scooter,New,Automatic,1st Owner,60380.22
KTM,RC 390,2010,160,12.9,73.5,59041,Petrol,Naked,Used,Automatic,1st Owner,26194.67
Suzuki,V-Strom,2021,883,138.2,27.2,89460,Petrol,Sport,Used,Manual,3rd Owner,217723.38
Honda,Africa Twin,2018,390,50.0,63.8,58788,Petrol,Commuter,Like New,Automatic,2nd Owner,78954.98
Honda,CB Shine,2013,110,16.8,60.5,92285,Petrol,Commuter,Used,Manual,1st Owner,8000.0
Honda,CB Shine,2005,160,16.4,44.8,9113,Petrol,Cruiser,Used,Manual,1st Owner,8000.0
TVS,Apache RTR 160,2011,650,79.5,40.8,22058,Petrol,Commuter,New,Manual,2nd Owner,153945.49
Ducati,Panigale V2,2005,180,17.1,48.7,32760,Petrol,Scooter,Used,Automatic,3rd Owner,73533.95
Kawasaki,Z900,2009,180,16.0,27.9,30232,Petrol,Commuter,Like New,Manual,1st Owner,37941.71
Kawasaki,Versys 650,2012,160,17.8,30.7,5055,Petrol,Sport,New,Automatic,1st Owner,36573.48
Yamaha,YZF R1,2010,200,25.6,43.9,20943,Petrol,Cruiser,Like New,Manual,3rd Owner,49396.88
Yamaha,FZS-Fi,2018,300,47.4,47.0,26754,Petrol,Cruiser,New,Manual,1st Owner,173586.08
Suzuki,Access 125,2010,1084,153.5,15.0,33760,Petrol,Cruiser,Like New,Manual,3rd Owner,347546.25
Suzuki,Access 125,2016,650,54.7,20.7,44741,Petrol,Scooter,New,Automatic,2nd Owner,222939.26
Harley-Davidson,Fat Boy,2007,150,13.7,48.7,64958,Petrol,Commuter,New,Automatic,3rd Owner,105556.99
Yamaha,YZF R1,2015,160,22.2,22.1,51010,Petrol,Scooter,New,Automatic,3rd Owner,50752.62
Harley-Davidson,Street 750,2017,125,15.7,38.2,47886,Petrol,Naked,New,Manual,3rd Owner,75942.38
Royal Enfield,Classic 350,2007,1340,177.0,42.0,36101,Electric,Scooter,New,Automatic,3rd Owner,543136.19
BMW,R1250GS,2022,1000,157.6,29.2,569,Petrol,Sport,Used,Manual,2nd Owner,483988.71
Harley-Davidson,Iron 883,2009,125,14.1,32.4,32435,Petrol,Adventure,Like New,Automatic,2nd Owner,55435.13
TVS,Raider 125,2020,200,25.0,20.0,30820,Petrol,Naked,New,Manual,2nd Owner,57745.32
BMW,G310GS,2021,1250,89.4,35.5,31594,Petrol,Commuter,Like New,Automatic,1st Owner,565422.68
BMW,S1000RR,2011,100,7.6,68.7,83984,Petrol,Commuter,New,Manual,1st Owner,37010.75
Honda,Activa,2020,650,48.1,28.0,105297,Petrol,Adventure,New,Manual,1st Owner,218465.13
Royal Enfield,Himalayan,2022,750,111.8,37.6,59500,Petrol,Sport,Used,Manual,2nd Owner,261394.98
Royal Enfield,Himalayan,2006,100,11.7,41.0,62137,Petrol,Naked,Like New,Automatic,2nd Owner,8000.0
Harley-Davidson,Iron 883,2008,1340,142.8,40.4,29694,Petrol,Sport,Like New,Automatic,3rd Owner,612388.55
Yamaha,R15,2021,180,22.0,44.0,31271,Petrol,Cruiser,Like New,Automatic,3rd Owner,58259.82
BMW,G310GS,2017,500,65.5,60.9,39629,Petrol,Cruiser,Used,Manual,2nd Owner,314831.53
Royal Enfield,Bullet 350,2008,650,76.6,41.9,80121,Petrol,Scooter,Used,Automatic,2nd Owner,129913.07
Royal Enfield,Thunderbird,2013,100,10.2,47.8,74078,Petrol,Commuter,New,Automatic,3rd Owner,13003.26
